dept_name,dept_email,dept_address_state,lat,lon
Palmetto Police Department,styler@palmettofl.org,FL,27.52125,-82.57722
Panama City Beach Police Department,admin@beachpolice.org,FL,30.2302294,-85.8894153
Panama City Police Department,contactPCPD@pcgov.org,FL,30.17504,-85.64405
Pembroke Pines Police Department,kshimpeno@ppines.com,FL,26.00853,-80.27197
Pensacola Police Department,Erandall@cityofpensacola.com,FL,30.4208817,-87.2133884
Pinecrest Police Department,police@pinecrest-fl.gov,FL,25.652876,-80.32996
Pinellas Park Police Department,pio@pinellas-park.com,FL,27.841673,-82.71437
Plant City Police Department,jbradford@plantcitygov.com,FL,27.90659,-82.349568
Plantation Police Department,cfowler@psd.plantation.org,FL,26.127132,-80.24233
Punta Gorda Police Department,pdavis@pgorda.us,FL,26.925983,-82.04725
Rockledge Police Department,dseyferth@rockledgepolice.org,FL,28.33072,-80.723785
Sanford Police Department,Cecil.Smith@sanfordfl.gov,FL,28.805168,-81.27311
Sarasota Police Department,Genevieve.Judge@sarasotaFL.gov,FL,27.184386,-82.365835
Satellite Beach Police Department,sbpolice@satellitebeach.org,FL,28.173058,-80.60233
South Daytona Police Department,mcheatham@southdaytona.org,FL,29.057698,-81.161804
South Miami Police Department,AdminStaff@southmiamifl.gov,FL,25.610494,-80.499045
St Augustine Police Department,citypolice@staugpd.com,FL,29.890655,-81.38395
St Cloud Police Department,wsouza@stcloud.org,FL,28.248747,-81.31742
St Petersburg Police Department,Joseph.Dente@stpete.org,FL,27.771997,-82.65182
Sunrise Police Department,sunrisepolicechief@sunrisefl.gov,FL,26.131817,-80.33324
Sweetwater Police Department,pdiaz@cityofsweetwater.fl.gov,FL,25.764063,-80.37266
Tavares Police Department,slubins@tavares.org,FL,28.764113,-81.712282
Titusville Police Department,John.Lau@Titusville.com,FL,28.530578,-80.8150267
Venice Police Department,cthorpe@venicegov.com,FL,27.184386,-82.365835
Vero Beach Police Department,pio@vbpd.org,FL,27.638018,-80.3945
West Melbourne Police Department,pdinfo@westmelbourne.org,FL,28.072985,-80.6708
Winter Garden Police Department,sgraham@wgpd.com,FL,28.565187,-81.5884
Winter Haven Police Department,dbrannan@mywinterhaven.com,FL,28.0351391,-81.7271755
Acworth Police Department,wdennard@acworth.org,GA,34.06116,-84.66078
Americus Police Department,mscott@americusga.gov,GA,32.042197,-84.204259
Atlanta Police Department,apdwebmaster@atlantaga.gov,GA,33.7481544,-84.3944474
Bloomingdale Police Department,bjeffcoat@bloomingdale-ga.gov,GA,32.1340955,-81.3016649
Braselton Police Department,tesco@braselton.net,GA,34.134157,-83.565133
Bremen Police Department,kpesnell@bremenga.gov,GA,33.7235574,-85.1418999
Buford Police Department,dbranch@cityofbuford.com,GA,33.959099,-84.022949
Cairo Police Department,information@cairopd.com,GA,30.875891,-84.245066
Cecil Police Department,calvin@cecilga.gov,GA,31.0465,-83.394095
Centerville Police Department,cduncan@centervillepd.com,GA,32.630127,-83.68969
Chamblee Police Department,kthomas@chambleega.gov,GA,33.895386,-84.29837
Clarkston Police Department,sqawiy@cityofclarkston.com,GA,33.8089202,-84.2393636
Clayton Police Department,astrait@cityofclaytonga.gov,GA,34.8794342,-83.4070807
College Park Police Department,smccrary@collegeparkga.com,GA,33.653915,-84.451324
Conyers Police Department,police@conyersga.gov,GA,33.65794,-84.01751
Covington Police Department,ken.malcom@covingtonpolice.com,GA,33.595737,-83.857635
Dallas Police Department,jduvall@dallas-ga.gov,GA,33.920903,-84.866979
Dalton Police Department,info@daltonga.gov,GA,34.773823,-84.97399
Doraville Police Department,INFO@DORAVILLEGA.US,GA,33.90096,-84.27897
Douglas Police Department,sedmisten@cityofdouglas.com,GA,31.511168,-82.852135
Dublin Police Department,radioroom@dlcga.com,GA,32.39322,-82.926317
Duluth Police Department,pdpio@duluthpd.com,GA,33.994205,-84.15061
Fort Oglethorpe Police Department,fopd@fortoglethorpega.gov,GA,34.899393,-85.137353
Gainesville Police Department,camposjj@cityofgainesville.org,GA,34.317588,-83.818497
Garden City Police Department,publicsafety@gardencity-ga.gov,GA,31.980523,-81.08519
Grovetown Police Department,cpowell@cityofgrovetown.com,GA,33.550551,-82.251361
Jefferson Police Department,jwirthman@cityofjeffersonga.com,GA,34.11839,-83.57744
Jesup Police Department,perry.morgan@jesuppd-ga.gov,GA,31.614862,-81.89947
Johns Creek Police Department,debra.kalish@johnscreekga.gov,GA,33.790034,-84.468182
Locust Grove Police Department,daustin@locustgrove-ga.gov,GA,33.452881,-84.15444
Milledgeville Police Department,aswicord@milledgevillepd.com,GA,33.082405,-83.228714
Moultrie Police Department,sean.ladson@moultriega.com,GA,31.189758,-83.769741
Newnan Police Department,npdcaptains@cityofnewnan.org,GA,33.352897,-84.762138
Rincon Police Department,rinconpdonfb@cityofrincon.com,GA,32.361711,-81.343337
Riverdale Police Department,tspivey@riverdalega.gov,GA,33.5720021,-84.415379
Rome Police Department,openrecords@romepolice.com,GA,34.169235,-85.21126
Smyrna Police Department,kzgonc@smyrnaga.gov,GA,33.93994,-84.574166
St Marys Police Department,mwilkie@stmarysga.gov,GA,30.753582,-81.52441
Swainsboro Police Department,police@cityofswainsboro.org,GA,32.5911,-82.299763
Tifton Police Department,tpd@tifton.net,GA,31.449644,-83.509926
Toccoa Police Department,jmize@cityoftoccoa.com,GA,34.552914,-83.290216
Valdosta Police Department,lmanahan@valdostacity.com,GA,30.8347314,-83.2831272
Anamosa Police Department,jeremiah.hoyt@anamosa-ia.org,IA,42.106422,-91.28553
Bettendorf Police Department,kkimball@bettendorf.org,IA,41.52522,-90.50928
Burlington Police Department,DenneyM@burlingtoniowa.org,IA,40.811058,-91.10232
Clear Lake Ventura Police Department,proth@cityofclearlake.org,IA,43.075171,-93.251266
Clinton Police Department,kevingyrion@gapa911.us,IA,41.898073,-90.534243
Clive Police Department,mvenema@cityofclive.com,IA,41.684281,-93.56972
Coralville Police Department,skron@coralville.org,IA,41.668736,-91.588812
Council Bluffs Police Department,tjhernandez@councilbluffs-ia.gov,IA,41.340184,-95.544905
Decorah Police Department,dsmutzler@decorahia.org,IA,43.292989,-91.850788
Dubuque Police Department,mdalsing@cityofdubuque.org,IA,42.500935,-90.66581
Fairfield Police Department,dthomas@jeffersoncoiowa.com,IA,41.01005,-91.97883
Huxley Police Department,police@huxleyiowa.org,IA,41.8982693,-93.6071387
Iowa City Police Department,icpdrecords@iowa-city.org,IA,41.660053,-91.52996
Johnston Police Department,dmcdaniel@cityofjohnston.com,IA,41.6766813,-93.6970869
Lemars Police Department,lemarspd@lemarsiowa.com,IA,42.79548,-96.16615
Mount Pleasant Police Department,"mppd@citymtpia.com
",IA,40.965294,-91.55187
Muscatine Police Department,btalkington@muscatineiowa.gov,IA,41.4248659,-91.0453721
Newton Police Department,robb@newtongov.org,IA,41.699383,-93.05739
Osage Police Department,bwright@osagepd.org,IA,43.28406,-92.815765
Pella Police Department,smcsheehy@cityofpella.com,IA,41.4043,-92.91649
Sioux Center Police Department,mhalma@siouxcenter.org,IA,43.080147,-96.17705
Sioux City Police Department,SiouxCityPolice@sioux-city.org,IA,42.496357,-96.40646
Waterloo Police Department,mohlisd@waterloopolice.com,IA,42.499016,-92.33279
Webster City Police Department,chief@webstercity.com,IA,42.390768,-93.709198
West Des Moines Police Department,police@wdm.iowa.gov,IA,41.566984,-93.754053
Windsor Heights Police Department,cmccluskey@windsorheights.org,IA,41.59872,-93.70859
Winterset Police Department,chief@wintersetpolice.com,IA,41.343437,-94.01347
Blackfoot Police Department,sgay@co.bingham.id.us,ID,43.216357,-112.399206
Caldwell Police Department,centralfile@cityofcaldwell.org,ID,43.667896,-116.69103
Chubbuck Police Department,bguiberson@cityofchubbuck.us,ID,42.692938,-112.228986
Couer Dalene Police Department,cdapolice@cdaid.org,ID,47.715008,-116.80246
Gooding Police Department,dfisher@goodingidaho.org,ID,42.940643,-114.715576
Hailey Police Department,hpd@haileycityhall.org,ID,43.51983,-114.31555
Idaho Falls Police Department,bjohnson@idahofallsidaho.gov,ID,43.395171,-111.621878
Jerome Police Department,dhall@cityofjerome.org,ID,42.723957,-114.51839
Lewiston Police Department,bhurd@CityofLewiston.org,ID,46.4178,-117.01638
Meridian Police Department,mpd@meridiancity.org,ID,43.451477,-116.244376
Moscow Police Department,Jfry@ci.moscow.id.us,ID,46.73173,-117.00105
Mountain Home Police Department,sconner@mhpd.net,ID,43.394677,-115.471204
Nampa Police Department,huffj@cityofnampa.us,ID,43.623051,-116.708527
Pocatello Police Department,rschei@pocatello.us,ID,42.868187,-112.4431033
Ponderay Police Department,info@ponderaypd.org,ID,48.306823,-116.5464463
Post Falls Police Department,admin@postfallspolice.com,ID,47.7149055,-116.920805
Rathdrum Police Department,records@rathdrumpolice.org,ID,47.810562,-116.89777
Rexburg Police Department,rpd@rexburg.org,ID,43.789709,-111.65655
Twin Falls Police Department,ckingsbury@tfid.org,ID,42.352309,-114.665639
Addison Police Department,PoliceWatch@addison-il.org,IL,41.852058,-88.086038
Alton Police Department,hejna@altonpolice.com,IL,38.88789,-90.16055
Antioch Police Department,gguttschow@antioch.il.gov,IL,42.47915,-88.09838
Arlington Heights Police Department,policemail@vah.com,IL,42.081783,-87.98046
Barrington Police Department,ddorn@barrington-il.gov,IL,42.16161,-88.1434
Bensenville Police Department,policeadmin@bensenville.il.us,IL,41.852058,-88.086038
Bloomingdale Police Department,giamf@vil.bloomingdale.il.us,IL,41.95097,-88.08084
Bloomington Police Department,police@cityblm.org,IL,40.494559,-88.844539
Bolingbrook Police Department,police@bolingbrook.com,IL,41.698147,-88.081726
Bridgeview Police Department,rmancha@villageofbridgeview.com,IL,41.755188,-87.80487
Broadview Police Department,police@broadview-il.gov,IL,41.894294,-87.645455
Brookfield Police Department,mkuruvilla@brookfieldil.gov,IL,41.822517,-87.84271
Buffalo Grove Police Department,police@vbg.org,IL,42.1529,-87.96767
Burbank Police Department,wcasey@burbankil.gov,IL,41.755737,-87.76213
Calumet City Police Department,Kkolosh@calumetcity.org,IL,41.615463,-87.55413
Canton Police Department,meveland@cantoncityhall.org,IL,40.555824,-90.03507
Carpentersville Police Department,PHoey@Cville.org,IL,41.939594,-88.42804
Cary Police Department,pfinlon@caryillinois.com,IL,42.324298,-88.452245
Centralia Police Department,cpdrecords@cityofcentralia.org,IL,38.52579,-89.13332
Channahon Police Department,scasey@channahon.org,IL,41.440002,-88.2199
Charleston Police Department,cpdinv@co.coles.il.us,IL,39.49434,-88.175545
Chatham Police Department,vernf@chathamil.net,IL,39.675323,-89.70431
Cherry Valley Police Department,rbethge@cherryvalley.org,IL,42.337396,-89.161205
Chicago Police Department,CLEARPATH@chicagopolice.org,IL,41.830636,-87.6237867
Collinsville Police Department,sevans@collinsvilleil.org,IL,38.670593,-89.98798
Columbia Police Department,42@columbiaillinois.com,IL,38.45129,-90.20924
Crestwood Police Department,dweigand@crestwood.illinois.gov,IL,41.641247,-87.73788
Crete Police Department,spieritz@villageofcrete.org,IL,41.443893,-87.63252
Crystal Lake Police Department,jblack@crystallake.org,IL,42.2460656,-88.3231717
Danville Police Department,Cyates@danvillepd.org,IL,40.18674,-87.726771
Deerfield Police Department,jsliozis@deerfield.il.us,IL,42.1687,-87.84616
Dekalb Police Department,dekalb.police@cityofdekalb.com,IL,41.894612,-88.768991
Des Plaines Police Department,dwanderson@desplaines.org,IL,42.042133,-87.888695
Dolton Police Department,GSIMMONS@VODOLTON.ORG,IL,41.6396716,-87.6104225
Downers Grove Police Department,sgillette@downers.us,IL,41.795322,-88.00707
East Moline Police Department,jr3105@eastmoline.com,IL,41.515274,-90.440475
Effingham Police Department,jmcfarland@effinghamil.com,IL,39.120426,-88.54066
Elmhurst Police Department,policeinfo@elmhurst.org,IL,41.899677,-87.93869
Elmwood Park Police Department,contact@elmwoodparkpd.com,IL,41.92342,-87.81194
Fon Du Lac Park District Police Department,police@fondulacpark.com,IL,40.664945,-89.565318
Forest Park Police Department,kgross@forestpark.net,IL,41.876747,-87.81457
Fox Lake Police Department,leej@foxlake.org,IL,42.39391,-88.155594
Frankfort Police Department,admin@frankfortil.org,IL,41.448474,-87.978456
Geneva Police Department,passarelli@geneva.il.us,IL,41.939594,-88.42804
Glen Carbon Police Department,cschaller@glen-carbon.il.us,IL,38.827082,-89.900195
Glenview Police Department,wfitzpatrick@glenview.il.us,IL,41.894294,-87.645455
Gurnee Police Department,media@police.gurnee.il.us,IL,42.3612034,-87.9154559
Hanover Police Department,hanoverpolice@villageofhanover.com,IL,42.362391,-90.21147
Harvard Police Department,krause@cityofharvard.org,IL,42.324298,-88.452245
Harvey Police Department,harveypolice@harveypolice.org,IL,41.6117304,-87.6706731
Hickory Hills Police Department,ieenigenburg@hickoryhillspd.us,IL,41.732742,-87.83824
Hinsdale Police Department,bking@villageofhinsdale.org,IL,41.852058,-88.086038
Homer Police Department,homerpd@gmail.com,IL,40.037136,-87.96312
Huntley Police Department,rporter@huntley.il.us,IL,42.324298,-88.452245
Itasca Police Department,police@itasca.com,IL,41.98159,-87.99812
Jacksonville Police Department,jpdchief@jacksonvilleil.gov,IL,39.736088,-90.22916
Joliet Police Department,policechief@joliet.gov,IL,41.523937,-88.085075
Justice Police Department,mkurschner@justicepolice-il.org,IL,41.748386,-87.840324
Lake Forest Police Department,police-records@cityoflakeforest.com,IL,42.247894,-87.8556
Lansing Police Department,aphillips@villageoflansing.org,IL,41.894294,-87.645455
Libertyville Police Department,mgoze@libertyville.com,IL,42.287792,-87.95165
Lindenhurst Police Department,jones@lindenhurstpd.org,IL,42.415,-88.04038
Lisle Police Department,RWilke@villageoflisle.org,IL,41.79429,-88.076805
Lockport Police Department,rharang@lockportpolice.info,IL,41.589317,-88.02601
Lynwood Police Department,police@villageoflynwood.net,IL,41.894294,-87.645455
Mahomet Police Department,mpd@police.mahomet-il.gov,IL,40.1919,-88.403824
Manhattan Police Department,jwold@villageofmanhattan.org,IL,41.448474,-87.978456
Manteno Police Department,mpd@villageofmanteno.com,IL,41.251835,-87.83378
Maryville Police Department,rcarpenter@maryville-il.us,IL,38.727673,-89.95656
Mascoutah Police Department,mpd@mascoutah.com,IL,38.470198,-89.928546
Matteson Police Department,mjones@villageofmatteson.org,IL,41.51764,-87.733353
Maywood Police Department,ewillis@maywoodpolice-il.org,IL,41.894294,-87.645455
Minooka Police Department,Justin.meyer@minooka.com,IL,41.44803,-88.260704
Mokena Police Department,admin@mokenapd.com,IL,41.533203,-87.882614
Moline Police Department,soleary@moline.il.us,IL,41.51482,-90.44254
Monee Police Department,moneepolice@villageofmonee.org,IL,41.418797,-87.74212
Montgomery Police Department,police@ci.montgomery.il.us,IL,41.939594,-88.42804
Morton Police Department,jrmiller@morton-il.gov,IL,40.60525,-89.47121
Mount Vernon Police Department,tpage@mvpd.org,IL,38.319042,-88.903885
Mundelein Police Department,mpd@mundelein.org,IL,42.25907,-88.00398
Murphysboro Police Department,policechief@murphysboro-il.gov,IL,37.786096,-89.381212
Naperville Police Department,arresj@naperville.il.us,IL,41.766403,-88.17647
Normal Police Department,rbleichner@normal.org,IL,40.507637,-88.98287
Northbrook Police Department,christopher.kennedy@northbrook.il.us,IL,42.12738,-87.85842
Oak Brook Police Department,pdfacebook@oak-brook.org,IL,41.832603,-87.939766
Oak Park Police Department,police@oak-park.us,IL,41.894294,-87.645455
Oglesby Police Department,oglesbypd@comcast.net,IL,41.2953215,-89.0615148
Ottawa Police Department,chief@ottawapdfd.org,IL,41.34995,-88.84418
Palatine Police Department,ddaigle@palatine.il.us,IL,42.114235,-88.09946
Paris Police Department,parispd@parisillinois.org,IL,39.679037,-87.74711
Park Forest Police Department,cmannino@parkforest-IL.gov,IL,41.484863,-87.67917
Pekin Police Department,police@ci.pekin.il.us,IL,40.5684778,-89.6497639
Peoria Police Department,eechevarria@peoriagov.org,IL,40.696304,-89.58248
Peru Police Department,chief@perupolice.org,IL,41.327663,-89.1253
Pingree Grove Police Department,jparsons@pingreepolice.org,IL,41.939594,-88.42804
Plainfield Police Department,records@plainfieldpd.com,IL,41.6211668,-88.2175877
Plano Police Department,jwhowell@planopoliceil.org,IL,41.66358,-88.53747
Pontiac Police Department,pontiacpd@pontiac.org,IL,40.881287,-88.62978
Quincy Police Department,qpd@quincyil.gov,IL,39.931683,-91.40334
Rantoul Police Department,police@myrantoul.com,IL,40.311996,-88.15828
Riverdale Police Department,mkozeluh@villageofriverdale.net,IL,41.644535,-87.639755
Rochelle Police Department,ehigby@rochelleil.us,IL,41.92294,-89.06758
Rock Falls Police Department,rfpolice@rockfalls61071.com,IL,41.772305,-89.69752
Rock Island Police Department,policemail@rigov.org,IL,41.509384,-90.57731
Rockford Police Department,joel.givens@rockfordil.gov,IL,42.272087,-89.09654
Roselle Police Department,rosellepd@roselle.il.us,IL,41.98194,-88.07766
Sandwich Police Department,jbianchi@sandwich.il.us,IL,41.6435152,-88.61701
Schaumburg Police Department,clindhurst@schaumburg.com,IL,42.026466,-88.102936
Schiller Park Police Department,Tfragakis@schillerparkil.us,IL,41.954773,-87.86553
South Beloit Police Department,a.truman@southbeloit.org,IL,42.490314,-89.03842
South Holland Police Department,gbaker@southholland.org,IL,41.60041,-87.61004
Springfield Police Department,CommunicationsDirector@cwlp.com,IL,39.799377,-89.645
St Charles Police Department,police@stcharlesil.gov,IL,41.91517,-88.3136
Sterling Police Department,achavira@sterling-il.gov,IL,41.788242,-89.69141
Streamwood Police Department,police@streamwood.org,IL,42.01062,-88.16846
Streator Police Department,r.turner@streatorpolice.org,IL,41.11923,-88.83553
Swansea Police Department,swanseapd@swanseail.org,IL,38.53059,-89.98391
Taylorville Police Department,dwayne.wheeler@taylorvillepolice.com,IL,39.550055,-89.295421
Thornton Police Department,gbeckman@thorntonil.us,IL,41.57647,-87.6097
Tinley Park Police Department,mwalsh@tinleypark.org,IL,41.558353,-87.80897
Troy Police Department,bshownes@troypolice.us,IL,38.729156,-89.88377
Vernon Hills Police Department,vhpd@vhills.org,IL,42.23807,-87.958046
Villa Park Police Department,mrivas@invillapark.com,IL,41.88882,-87.98179
Warren Police Department,chiefbohnsack@aeroinc.net,IL,42.362391,-90.21147
Warrenville Police Department,rturano@warrenville.il.us,IL,41.852058,-88.086038
Washington Police Department,mmccoy@ci.washington.il.us,IL,40.508074,-89.51626
Waterloo Police Department,jprosise@waterloo.il.us,IL,38.333923,-90.14991
Wauconda Police Department,dwermes@waucondapolice.com,IL,42.25756,-88.13825
Waukegan Police Department,wayne.walles@waukeganil.gov,IL,42.36095,-87.83479
Wayne Police Department,waynepd@villageofwayne.org,IL,41.852058,-88.086038
West Dundee Police Department,agorski@wdundee.org,IL,42.091072,-88.288605
Western Springs Police Department,bbudds@wsprings.com,IL,41.8103533,-87.8982734
Wheeling Police Department,jdunne@wheelingil.gov,IL,42.139435,-87.92131
Winnetka Police Department,Police@winnetka.org,IL,42.126747,-87.75121
Wood Dale Police Department,gvesta@wooddale.com,IL,41.96867,-87.97883
Wood River Police Department,bwells@woodriverpolice.com,IL,38.86199,-90.09821
Worth Police Department,tdenton@villageofworth.com,IL,41.69004,-87.79561
Zion Police Department,christophers@zion.il.us,IL,42.449825,-87.840836
Anderson Police,mlee@cityofanderson.com,IN,40.1055496,-85.6777584
Auburn Police,police@ci.auburn.in.us,IN,41.401189,-85.000185
Beech Grove Police,Mark.Swartz@beechgrove.com,IN,39.782976,-86.135794
Bluffton Police,kyle.randall@blufftonindiana.gov,IN,40.73975,-85.17003
Brooklyn Police,info@brooklynpolice.org,IN,39.482646,-86.447457
Brownsburg Police,jgrimes@brownsburgpolice.org,IN,39.8429,-86.39809
Cedar Lake Police,bill.fisher@cedarlakein.org,IN,41.472239,-87.374337
Charlestown Police,twolff@ctownpd.com,IN,38.442017,-85.66367
Cicero Police,cpd@townofcicero.in.gov,IN,40.131507,-86.015051
Columbia City Police,ccpd@columbiacity.net,IN,41.1563033,-85.4903517
Danville Police,pdrecords@danvilleindiana.org,IN,39.76231,-86.5204
Dyer Police,police@townofdyer.com,IN,41.493587,-87.52195
Frankfort Police,sshoemaker284@frankfort-in.gov,IN,40.2816,-86.51342
Franklin Police,records@franklin.in.gov,IN,39.5148348,-86.0720498
Goshen Police,police@goshencity.com,IN,41.58371,-85.83426
Greenfield Police,police@greenfieldin.org,IN,39.784073,-85.76923
Greensburg Police,mmcnealy@greensburg.in.gov,IN,39.30598,-85.499831
Greenville Police,jcraiggvillepd@yahoo.com,IN,38.317936,-85.911474
Greenwood Police,isonj@greenwood.in.gov,IN,39.61119,-86.103516
Griffith Police,greg.mance@griffith.in.gov,IN,41.523483,-87.4272545
Hammond Police,police@hmdin.com,IN,41.614895,-87.51721
Hanover Police,scaldwell@townofhanover.net,IN,38.783604,-85.44009
Hobart Police,senslen@cityofhobart.org,IN,41.472239,-87.374337
Huntington Police,cory.boxell@huntington.in.us,IN,40.880775,-85.49544
Jasper Police,nschmitt@jasperindiana.gov,IN,38.39138,-86.92853
Jeffersonville Police,kkavanaugh@cityofjeff.net,IN,38.2806724,-85.7443885
Kendallville Police,police@kendallville-in.org,IN,41.445343,-85.26603
Knox Police,knoxpolice@cityofknox.net,IN,41.2991568,-86.6240512
Lafayette Police,pjflannelly@lafayette.in.gov,IN,40.41753,-86.89064
Lawrence Police,dhofmann@cityoflawrence.org,IN,39.782976,-86.135794
Lebanon Police,cmorgan@lebanon.in.gov,IN,40.047546,-86.46674
Logansport Police,tyike@logansportpolice.com,IN,40.75449,-86.36293
Madison Police,jwallace@madisonpd.com,IN,38.736877,-85.242676
Mishawaka Police,kwitkowski@mishawaka.in.gov,IN,41.66217,-86.17931
Munster Police,boberc@munster.org,IN,41.560726,-87.5049
New Castle Police,matthew-schofield@cityofnewcastle.net,IN,39.932564,-85.37027
Noblesville Police,npd@noblesville.in.us,IN,40.044323,-86.013504
Peru Police,dsofianos@perupd.org,IN,40.752552,-86.06816
Plymouth Police,dbaconppd@plymouthin.com,IN,41.3412867,-86.3114083
Portage Police,mcandiano@portage-in.com,IN,41.50992,-87.071309
Rochester Police,policechief@rochester.in.us,IN,41.0713116,-86.2160482
Schererville Police,spdrecords@schererville.org,IN,41.492115,-87.45069
South Bend Police,sbpdinfo@southbendin.gov,IN,41.665035,-86.259445
Terre Haute Police,shawn.keen@terrehaute.in.gov,IN,39.467537,-87.39904
Vincennes Police,jhillenbrand@vincennes.in.gov,IN,38.67804,-87.52916
Washington Police,derrick.devine@washingtonin.us,IN,38.657803,-87.17234
West Lafayette Police,tharris@wl.in.gov,IN,40.410015,-86.85338
Westfield Police,policeadmin@westfield.in.gov,IN,40.04237,-86.154106
Whitestown Police Department,jjurkash@whitestownpolice.org,IN,39.9505771,-86.3368581
Winfield Police Department,dball@winfield.in.gov,IN,41.424238,-87.238867
Zionsville Police,police@zionsville-in.gov,IN,39.94826,-86.27286
Andover Police Department,police@andoverks.com,KS,37.773649,-96.83884
Atchison Police Department,michael.wilson@atchisonlec.org,KS,39.563007,-95.1193
Augusta Department Of Safety,tackerman@augustadps.org,KS,37.696346,-96.97136
Bonner Springs Police Department,bnaff@bonnerpd.org,KS,39.115384,-94.763087
Chanute Police Department,Cpefley@chanute.org,KS,37.564283,-95.315683
Dodge City Police Department,drewf@dodgecity.org,KS,37.688365,-99.884734
El Dorado Police Department,czieman@eldoks.com,KS,37.773649,-96.83884
Emporia Police Department,pdsocialmedia@emporia-kansas.gov,KS,38.455498,-96.161589
Eudora Police Department,eudorapd@cityofeudoraks.gov,KS,38.896573,-95.290529
Fort Scott Police Department,tshelton@fscity.org,KS,37.823025,-94.7073
Fredonia Police Department,fredoniapd@fredoniaks.org,KS,37.558515,-95.745175
Garden City Police Department,Courtney.Prewitt@gardencityks.us,KS,38.049855,-100.739929
Gardner Police Department,jbelcher@gardnerkansas.gov,KS,38.883907,-94.82233
Hutchinson Police Department,jeff.hooper@renolec.com,KS,38.053444,-97.93571
Independence Police Department,jerryh@independenceks.gov,KS,37.223526,-95.70527
Junction City Police Department,John.Lamb@jcks.com,KS,39.031418,-96.82725
Kansas City Kansas Police Department,PIO@kckpd.org,KS,39.115739,-94.627036
Kechi Police Department,jwoodrow@kechiks.gov,KS,37.681045,-97.461054
Lawrence Police Department,heffley@lkpd.org,KS,38.963764,-95.23475
Lenexa Police Department,dlayman@lenexa.com,KS,38.971035,-94.73084
Liberal Police Department,william.cutshall@liberalpd.org,KS,37.180585,-100.854741
Merriam Police Department,rbrumbaugh@merriam.org,KS,39.017418,-94.69028
Mission Police Department,dmadden@missionks.org,KS,39.01873,-94.65373
Ottawa Police Department,ottawapd@ottawaks.gov,KS,38.615814,-95.27746
Park City Police Department,records@parkcityks.gov,KS,37.681045,-97.461054
Parsons Police Department,tips@parsonspd.com,KS,37.34162,-95.26402
Pittsburg Police Department,pio@police.pittks.org,KS,37.505628,-94.853941
Prairie Village Police Department,broberson@pvkansas.com,KS,38.989285,-94.6304
Shawnee Police Department,police@cityofshawnee.org,KS,39.02212,-94.77992
Wichita Police Department,policeweb@wichita.gov,KS,37.692635,-97.33823
Bowling Green Police Department,michael.delaney@bgky.org,KY,36.995796,-86.44383
Covington Police Department,rnader@covingtonky.gov,KY,38.930477,-84.533492
Edgewood Police Department,bez@edgewoodky.gov,KY,39.00818,-84.56576
Elizabethtown Police Department,info@etownpd.org,KY,37.6912045,-85.8632571
Fort Thomas Police Department,Police@ftthomas.org,KY,39.080936,-84.449165
Frankfort Police Department,frankfortpd@frankfort.ky.gov,KY,38.234919,-84.868786
Georgetown Police Department,m.bosse@georgetownpolice.org,KY,38.289882,-84.579376
Graymoordevondale Police Department,chief@gdpdky.net,KY,38.189533,-85.657624
Hopkinsville Police Department,info-pd@hopkinsvilleky.us,KY,36.870354,-87.486595
Jeffersontown Police Department,sfisher@jtownkypd.org,KY,38.193645,-85.56483
La Grange Police Department,rwhitehill@lagrangepoliceky.org,KY,38.410076,-85.37376
Lawrenceburg Police Department,btaylor@lawrenceburgky.org,KY,38.03742,-84.894905
Mayfield Police Department,nkent@mayfieldky.gov,KY,36.741657,-88.637344
Maysville Police Department,jamuse@maysvilleky.net,KY,38.646015,-83.761024
Morehead Police Department,dblevins@cityofmorehead.net,KY,38.180748,-83.43604
Murray Police Department,jeffrey.liles@murrayky.gov,KY,36.60865,-88.302155
Nicholasville Police Department,police@nicholasville.org,KY,37.8863906,-84.5701635
Paducah Police Department,blaird@paducahky.gov,KY,37.08,-88.6
Radcliff Police Department,radcliffpdjcross@gmail.com,KY,37.838306,-85.94496
Shively Police Department,kevin.higdon@shivelyky.gov,KY,38.194565,-85.80658
Somerset Police Department,somersetpd@somersetpd.com,KY,37.108312,-84.579986
Winchester Police Department,kpalmer@winchesterky.com,KY,37.970133,-84.144974
Bogalusa Police Department,debrahodges@1950.yahoo.com,LA,30.7865,-89.86042
Carencro Police Department,info@carencropd.com,LA,30.206507,-92.06417
Covington Police Department,covpd@covla.com,LA,30.478825,-90.09637
Crowley Police Department,questions@crowleypolice.com,LA,30.291497,-92.411037
Denham Springs Police Department,swomack@dspd.net,LA,30.440419,-90.727474
Deridder Police Department,crichard@cityofderidder.org,LA,30.845575,-93.28573
Eunice Police Department,epd@mail.com,LA,30.492622,-92.41631
Franklin Police Department,policechief@franklin-la.com,LA,29.629349,-91.463804
Hammond Police Department,bergeron_ej@hammond.org,LA,30.621581,-90.406633
Harahan Police Department,tim.walker@harahanpd.com,LA,29.93871,-90.19368
Lake Charles Police Department,policedept@cityoflc.us,LA,30.2265815,-93.2048809
New Orleans Police Department,nopdpio@nola.gov,LA,29.9604647,-90.0922903
Oakdale Police Department,police@cityofoakdale.net,LA,30.817131,-92.66221
Plaquemine Police Department,cpdinfo@plaquemine.org,LA,30.288394,-91.36315
Ruston Police Department,Police@ruston.org,LA,32.601823,-92.662303
